2023-11-28,,KAD6,KK54,CG,Y297,,2,,,,0,0,2023/12/04,'277165,ＥＡ２６－５５９Ｋ,＊東洋産業（株）,○市内一円安全施設補修工事,ユアサクオビス㈱千葉支店　千葉県　千葉市　若葉区　若松町７１７－１２,,,北川,サポートレール１型　,,,,,,,8165,,,,,,,,,,,2023/11/28,IR11,ZWD57,定期,1,2023/11/28,2023/12/06,,2023/11/29,チャーター,2023-12-07,KX18,,,,,,,,,,,,,,,,,,,,,,2023/11/28,,0,,0,,0,,0,0,66360,0,0,,2023/11/28,49883,,実働7日後入力予定,,2023-12-07,,,,千葉県, ,,,,,除外,,KAD6,関東第２Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03632,関東ＥＸＴ第２営業所,B23320,関東ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-22,,KF00,KK54,FG,Y116,,2,,,,0,0,2023/11/30,'288801,Ｎ２３－７２４５, ,堀江建材,定期便　ＫＸ００入れ　　,,,寺井,サポートレール１型,,,,,,,31977.66,,,,,,,,,,,2023/11/24,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,小口,2023-12-11,KX00,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,27130,0,0,,2023/11/24,22362,,実働5日後入力予定,,2023-12-11,,,,愛知県, ,,,,,,,KF00,中京第２Ｅ公共Ａ,N02225,中部ＥＸＴ支店,F03652,中京ＥＸＴ第２営業所,B23520,中京ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-22,,KF00,KK54,FG,Y115,,2,,,,0,0,2023/11/30,'288801,Ｎ２３－７２４５, ,堀江建材,定期便　　ＫＸ００入れ　　,,,寺井,サポートレール１型,,,,,,,42296.54,,,,,,,,,,,2023/11/24,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,小口,2023-12-11,KX00,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,42580,0,0,,2023/11/24,29578,,実働7日後入力予定,,2023-12-11,,,,愛知県, ,,,,,,,KF00,中京第２Ｅ公共Ａ,N02225,中部ＥＸＴ支店,F03652,中京ＥＸＴ第２営業所,B23520,中京ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-27,,KD86,KK54,FS,Y149,,2,,,,0,0,2023/12/11,'307052,＄０３１４５５０７７９－１, ,令和５年度　富士市立富士中央,　　,,,小西,サポートレール１型　,,,,,,,99109.01,,,,,,,,,,,2023/11/27,IR11,ZWD57,定期,,2023/11/27,2023/12/11,,2023/11/28,定期,2023-12-11,,,,,,,,,,,,,,,,,,,,,,,2023/11/27,,0,,0,,0,,0,0,83060,0,0,,2023/11/27,69307,,,,2023-12-12,,,,静岡県, ,,,,,,,KD86,静岡Ｅ代理店Ａ,N02225,中部ＥＸＴ支店,F03654,静岡ＥＸＴ営業所,B23540,静岡ＥＸＴ営業所,J10003,ＥＸＴ代理店ルート
2023-11-27,,KD86,KK54,FS,Y148,,2,,,,0,0,2023/12/06,'307052,＄０３１４５４０７７８ー１, ,令和５年度　富士市岩松北小学,　　,,,中前,サポートレール１型　,,,,,,,108535.56999999999,,,,,,,,,,,2023/11/27,IR11,ZWD57,定期,,2023/11/27,2023/12/07,,2023/11/28,定期,2023-12-07,,,,,,,,,,,,,,,,,,,,,,,2023/11/27,,0,,0,,0,,0,0,90090,0,0,,2023/11/27,75899,,,,2023-12-08,,,,静岡県, ,,,,,,,KD86,静岡Ｅ代理店Ａ,N02225,中部ＥＸＴ支店,F03654,静岡ＥＸＴ営業所,B23540,静岡ＥＸＴ営業所,J10003,ＥＸＴ代理店ルート
2023-11-28,,KD86,KK54,FS,Y153,,2,,,,0,0,2023/12/05,'307052,＄３１４５４０９２２, ,来光川,　　,,,中前,サポートレール１型,,,,,,,50876.54,,,,,,,,,,,2023/11/29,IR11,ZWD57,定期,,2023/11/28,2023/12/05,,2023/11/29,定期,2023-12-05,,,,,,,,,,,,,,,,,,,,,,,2023/11/28,,0,,0,,0,,0,0,42320,0,0,,2023/11/28,35578,,実働5日後入力予定,,2023-12-06,,,,静岡県, ,,,,,,,KD86,静岡Ｅ代理店Ａ,N02225,中部ＥＸＴ支店,F03654,静岡ＥＸＴ営業所,B23540,静岡ＥＸＴ営業所,J10003,ＥＸＴ代理店ルート
2023-11-24,,KQ16,KK54,DG,Y021,,2,,,,0,0,2023/12/04,'356380,３０４４３１６, ,○長和町,　　,,,岡本,サポートレール１型,,,,,,,10931,,,,,,,,,,,2023/11/27,IR11,ZWD57,定期,,2023/11/27,2023/12/04,,2023/11/28,定期,2023-12-04,,,,,,,,,,,,,,,,,,,,,,,2023/11/27,,0,,0,,0,,0,0,27620,0,0,,2023/11/27,22824,,実働5日後入力予定,,2023-12-05,,,,長野県, ,,,,,,,KQ16,長野Ｅ公共,N02217,甲信越ＥＸＴ支店,F03621,甲信越ＥＸＴ第１営業所,B23210,甲信越ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y061,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,90240,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,91120,0,0,,2023/11/24,63104,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y062,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,67680,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,68340,0,0,,2023/11/24,47328,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y060,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,101520,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,102510,0,0,,2023/11/24,70992,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y057,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,11727,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,52910,0,0,,2023/11/24,41826,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y058,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,13629,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,50290,0,0,,2023/11/24,39058,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-21,,KAL0,KK54,JM,Y059,,2,,,,0,0,2023/11/24,'385972,＄０２００１５８０／日輪寺公園施設, ,日輪寺公園施設更新工事,　　,,,川岸,サポートレール１型,,,,,,,11727,,,,,,,,,,,2023/11/22,IR11,ZWD57,定期,1,2023/11/24,2023/12/07,,2023/11/24,定期,2023-12-11,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/24,,0,,0,,0,,0,0,34610,0,0,,2023/11/24,29493,,実働7日後入力予定,,2023-12-08,,,,熊本県, ,,,,,,,KAL0,熊本Ｅ代理店Ａ,N02240,九州ＥＸＴ支店,F03682,九州ＥＸＴ第２営業所,B23822,熊本ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-12-05,,KAE2,KK54,CY,Z034,,2,,,,0,0,2023/12/06,'430595,ＪＵ０１２５３３２６, ,○神商鉄鋼販売㈱様分　サポー,　　,,,富田,サポートレール１型,,,,,,,7938,,,,,,,,,,,2023/12/05,IR11,ZWD57,定期,,2023/12/05,2023/12/07,,2023/12/06,定期,2023-12-07,,,,,,,,,,,,,,,,,,,,,,,2023/12/05,,0,,0,,0,,0,0,4050,0,0,,2023/12/05,5544,,実働5日後入力予定,,2023-12-08,,,,東京都, ,,,,,,,KAE2,関東第１Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03631,関東ＥＸＴ第１営業所,B23310,関東ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-10-25,,KAD6,KK54,CG,X246,,2,,,,0, ,2023/11/17,'431868,,,○羽生市南中学校改修工事,埼玉県羽生市中岩瀬226羽生市南中学校日本体育施設気付 ㈱吉田工商 静岡 様080-3305-4477,,,滝口,サポートレール１型　,,,,,,,6661,,,,,,,,,,,2023/10/26,IR11,ZWD57,定期,1,2023/10/25,2023/11/17,,2023/10/26,小口,2023-12-07,KX18,,E0 ,TZ,,,,,,,,,JX ,,,,,,,,,,2023/10/25,,0,,0,,0,,0,0,121820,0,0,,2023/10/25,101529,,実働7日後入力予定,,2023-12-07,,,,埼玉県,,,,,,,,KAD6,関東第２Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03632,関東ＥＸＴ第２営業所,B23320,関東ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-28,,KAD6,KK54,CG,Y287,,2,,,,1,0,2023/12/11,'450643,６５９４３４８－１, ,○海の森水上競技場（４）第二,　　,,,飯村,サポートレール１型,,,,,,,27258,,,,,,,,,,,2023/11/28,IR11,ZWD57,定期,,2023/11/28,2023/12/11,,2023/11/29,定期,2023-12-11,,,,,,,,,,,,,,,,,,,,,,,2023/11/28,,0,,0,,0,,0,0,138520,0,0,,2023/11/28,96164,,実働5日後入力予定,,2023-12-12,,,,東京都, ,,,,,,,KAD6,関東第２Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03632,関東ＥＸＴ第２営業所,B23320,関東ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-10,,KAE2,KK54,CY,Y122,,3,,,,0,0,2023/12/01,'472562,ＪＵ０１２４１３９５, ,●三和デッキ（株）様,　　,,,角田,ジャンボスライドＳＴ,,,,,,,34740,,,,,,,,,,,2023/11/13,IR11,ZWE14,定期,1,2023/11/14,2023/12/01,,2023/11/15,定期,2023-12-05,KX18,,,,,,,,,,,,,,,,,,,,,,2023/11/14,,0,,0,,0,,0,0,17090,0,0,1,2023/11/14,24240,,営業問い合わせ中,TG②X002,2023-12-05,,,,栃木県, ,,,,,,,KAE2,関東第１Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03631,関東ＥＸＴ第１営業所,B23310,関東ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-11-17,,KAJ1,KK54,BG,Y020,,2,,,,0,0,2023/12/08,'478499,Ａ００５００５２９１１１, ,仙台市立富沢中学校校舎等増改,　　,,,佐藤,サポートレール１型,,,,,,,22070,,,,,,,,,,,2023/11/20,IR11,ZWD57,定期,1,2023/11/20,2023/12/08,,2023/11/21,定期,2023-12-12,KX18,,,,,,,,,,,,,,,,,,,,,,2023/11/20,,0,,0,,0,,0,0,257730,0,0,,2023/11/20,237298,,営業問い合わせ中,,2023-12-12,,,,宮城県, ,,,,,,,KAJ1,宮城山形Ｅ公共,N02210,北日本ＥＸＴ支店,F03612,東北ＥＸＴ第１営業所,B23120,東北ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-11-27,,KF50,KK54,BT,Y024,,2,,,,0,0,2023/12/11,'478517,Ａ５１１９８１, ,○小松物産㈱秋田支店様分：サ,　　,,,中川,サポートレール１型,,,,,,,37620,,,,,,,,,,,2023/11/28,IR11,ZWD57,定期,,2023/11/28,2023/12/11,,2023/11/29,定期,2023-12-11,,,,,,,,,,,,,,,,,,,,,,,2023/11/28,,0,,0,,0,,0,0,33320,0,0,,2023/11/28,26348,,実働5日後入力予定,,2023-12-12,,,,秋田県, ,,,,,,,KF50,北東北Ｅ公共,N02210,北日本ＥＸＴ支店,F03612,東北ＥＸＴ第１営業所,B23120,東北ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-10-10,,KF18,KK54,GG,X031,,2,,,,0,0,2023/10/30,'514501,＄八幡・京田辺インター公園／入正　門松, ,八幡インター南地区土地区画整,【下店コード：００６４４２㈱入正様　入れ】北大阪ＮＣ　　,,,中村,サポートレール１型,,,,,,,10931,,,,,,,,,,,2023/10/11,IR11,ZWD57,定期,1,2023/10/10,2023/10/30,,2023/10/11,定期,2023-12-11,KX00,,T1 ,,,,,,,,,,,,,,,,,,,,2023/10/10,,0,,0,,0,,0,0,33870,0,0,,2023/10/10,27984,,実働5日後入力予定,,2023-12-11,,,,京都府, ,,,,,,,KF18,第２大阪Ｅ公共,N02230,関西ＥＸＴ支店,F03662,関西ＥＸＴ第２営業所,B23620,関西ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-10-10,,KF18,KK54,GG,X030,,2,,,,0,0,2023/10/30,'514501,＄八幡・京田辺インター公園／入正　門松, ,八幡インター南地区土地区画整,【下店コード：００６４４２㈱入正様　入れ】北大阪ＮＣ　　,,,中村,サポートレール１型,,,,,,,13453,,,,,,,,,,,2023/10/11,IR11,ZWD57,定期,1,2023/10/10,2023/10/30,,2023/10/11,定期,2023-12-11,KX00,,T1 ,,,,,,,,,,,,,,,,,,,,2023/10/10,,0,,0,,0,,0,0,33870,0,0,,2023/10/10,29956,,実働5日後入力予定,,2023-12-11,,,,京都府, ,,,,,,,KF18,第２大阪Ｅ公共,N02230,関西ＥＸＴ支店,F03662,関西ＥＸＴ第２営業所,B23620,関西ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-29,,KF18,KK54,GG,Y197,,2,,,,0,0,2023/12/01,'514533,＄木村様／ＷＬ１６７１２, ,㈱幸陽商会　木村様,【下店コード：０３８６００㈱幸陽商会様　入れ】姫路ＮＣ　　,,,中村,サポートレール１型,,,,,,,1068,,,,,,,,,,,2023/11/30,IR11,ZWD57,定期,1,2023/11/30,2023/12/04,,2023/12/01,定期,2023-12-06,KX00,,,,,,,,,,,,,,,,,,,,,,2023/11/30,,0,,0,,0,,0,0,540,0,0,,2023/11/30,746,,実働5日後入力予定,,2023-12-06,,,, , ,,,,,,,KF18,第２大阪Ｅ公共,N02230,関西ＥＸＴ支店,F03662,関西ＥＸＴ第２営業所,B23620,関西ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-09,,KAJ2,KK54,BF,Y008,,2,,,,0,0,2023/12/01,'530960,（株）シグマット　福島支店扱い,株式会社シグマット福島支店,地域づくり交流促進（元気）工,高田産商㈱白河営業本部　福島県　白河市　字老久保１２６－１,,,中村,サポートレール１型,,,,,,,21638,,,,,,,,,,,2023/11/09,IR11,ZWD57,チャーター,,2023/11/09,2023/12/01,,2023/11/09,チャーター,2023-12-01,,,,,,,,,,,,,,,,,,,,,,,2023/11/09,,0,,0,,0,,0,0,510280,0,0,,2023/11/09,459168,,実働9日後入力予定,,2023-12-04,,,,福島県, ,,,,,4TW×1,,KAJ2,郡山Ｅ公共,N02210,北日本ＥＸＴ支店,F03612,東北ＥＸＴ第１営業所,B23120,東北ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-11-27,,KAK1,KK54,DN,Y024,,2,,,,0,0,2023/11/29,'572751,Ａ２８０００５１３３６９, ,〇中央物産㈱　新発田税務署様,　　,,,石井,サポートレール１型,,,,,,,10931,,,,,,,,,,,2023/11/28,IR11,ZWD57,定期,,2023/11/27,2023/12/04,,2023/11/28,定期,2023-12-04,,,,,,,,,,,,,,,,,,,,,,,2023/11/27,,0,,0,,0,,0,0,19510,0,0,,2023/11/27,16195,,,,2023-12-05,,,,新潟県, ,,,,,,,KAK1,新潟Ｅ公共Ｇ,N02217,甲信越ＥＸＴ支店,F03621,甲信越ＥＸＴ第１営業所,B23210,甲信越ＥＸＴ第１営業所,J10003,ＥＸＴ代理店ルート
2023-11-15,,KAD6,KK54,CG,Y162,,2,,,,0,0,2023/12/01,'615113,Ｎｏ．４２１３４３－０９０－０２,塚本商事機械株式会社,一般県道　金井高崎線,ダイケンテクノ（株）　群馬県　前橋市　駒形町５１９－２,,,角田,サポートレール１型　,,,,,,,20932,,,,,,,,,,,2023/11/16,IR11,ZWD57,定期,1,2023/11/16,2023/12/01,,2023/11/16,小口,2023-12-04,KX18,,,,,,,,,,,,,,,,,,,,,,2023/11/16,,0,,0,,0,,0,0,39000,0,0,,2023/11/16,29368,,実働5日後入力予定,,2023-12-04,,,,群馬県, ,,,,,,,KAD6,関東第２Ｅ代理店Ａ,N02220,関東ＥＸＴ支店,F03632,関東ＥＸＴ第２営業所,B23320,関東ＥＸＴ第２営業所,J10003,ＥＸＴ代理店ルート
2023-11-02,,KF26,KK54,JG,Y011,,3,,,,0,0,2023/11/22,'725827,＄福岡中央銀行香椎支店／奥村様,塚本商事機械株式会社,福岡中央銀行香椎支店,塚本商事機械㈱九州支店倉庫　　下店コード：３９４８５４糟屋郡粕屋町内橋,,,伊藤,ユニットレール１型,,,,,,,74556,,,,,,,,,,,2023/11/06,IR11,ZWD23,定期,1,2023/11/06,2023/11/27,,2023/11/07,定期,2023-11-30,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/06,,0,,0,,0,,0,0,36770,0,0,1,2023/11/07,52136,,営業問い合わせ中,TB②9024,2023-11-28,,,,福岡県, ,,,,,,,KF26,福岡Ｅ公共,N02240,九州ＥＸＴ支店,F03681,九州ＥＸＴ第１営業所,B23812,福岡ＥＸＴ,J10003,ＥＸＴ代理店ルート
2023-11-24,,KF26,KK54,JG,Y073,,2,,,,0, ,2023/12/01,'725827,＄２２０６９６陣内内科小児科クリニック,,陣内内科・小児科クリニック事,㈱野田清商店本店　入れ　　ＫＦ２６－００４２９５－３９３８３４,,,伊藤,ステンレス製車止め,,,,,,,5500,,,,,,,,,,,2023/11/27,IR11,ZZH98,定期,1,2023/11/27,2023/12/01,,2023/11/27,定期,2023-12-06,KX50,,,,,,,,,,,,,,,,,,,,,,2023/11/27,,0,,0,,0,,0,0,3790,0,0,1,2023/11/28,3846,,,,2023-12-04,,,,福岡県,,,,,,,,KF26,福岡Ｅ公共,N02240,九州ＥＸＴ支店,F03681,九州ＥＸＴ第１営業所,B23812,福岡ＥＸＴ,J10003,ＥＸＴ代理店ルート
